,X1,X2,class,cluster
2001,0.387657062870775,0.40121499628609003,2.0,2
2002,0.391718341110941,0.6055635323567921,1.0,1
2003,0.39327871688965,0.6060040152303511,1.0,1
2004,0.39639555682953204,0.38508921743634,2.0,2
2005,0.40370887716813403,0.600077874632101,1.0,1
2006,0.392340214233015,0.39759342449937,2.0,2
2007,0.394786393473234,0.39839757439242496,2.0,2
2008,0.39988473279123204,0.393429370827357,2.0,2
2009,0.38747487243730605,0.410586950452897,2.0,2
2011,0.39525893310086696,0.597474814201925,1.0,1
2012,0.405482737306427,0.397426394622574,2.0,2
2013,0.4001918591991939,0.409054571696379,2.0,2
2014,0.391676713556168,0.601815759919725,1.0,1
2015,0.38810820264638796,0.5998805476661229,1.0,1
2016,0.385397187094373,0.604560285002506,1.0,1
2017,0.4068897150273211,0.37978120704852,2.0,2
2018,0.37889092942226393,0.589217045536695,1.0,1
2019,0.39970355508841204,0.6006441775422171,1.0,1
2023,0.4114606283904079,0.41564986240224505,2.0,2
2024,0.403407933218937,0.39613350083485105,2.0,2
2025,0.41339138317566404,0.5919768475578809,1.0,1
2026,0.4139052673047,0.39465566751944803,2.0,2
2027,0.380901011249844,0.6085622615276011,1.0,1
2028,0.3832124920940839,0.408738267025153,2.0,2
2029,0.3960821329673279,0.592231857638891,1.0,1
2030,0.39265635196374105,0.589075143243015,1.0,1
2031,0.41538774450282595,0.40215356284048404,2.0,2
2032,0.414720035423992,0.403266538680245,2.0,2
2033,0.394254089335132,0.584522702376975,1.0,1
2034,0.39440672476161204,0.602996452699599,1.0,1
2035,0.39944804153234703,0.392240419715563,2.0,2
2036,0.410580268068093,0.5951318245213499,1.0,1
2038,0.39776759353746205,0.38858028871084704,2.0,2
2039,0.40593964921705106,0.6034901793855091,1.0,1
2040,0.39357778597493,0.617713648200505,1.0,1
2041,0.4058166362653471,0.405508805213856,2.0,2
2042,0.382177523414847,0.404271424347707,2.0,2
2043,0.41296162265615205,0.599818215255266,1.0,1
2045,0.390499393637026,0.6109938493102739,1.0,1
2046,0.379861196906735,0.40765343423038797,2.0,2
2047,0.39729372613609204,0.602660101071819,1.0,1
2049,0.40585665432312196,0.612002454941652,1.0,1
2050,0.397921719535684,0.40008862920874394,2.0,2
2052,0.40810827575115005,0.41084458039638794,2.0,2
2053,0.396343289646395,0.390406708500348,2.0,2
2055,0.409628458040336,0.38975927697779705,2.0,2
2056,0.407784993923596,0.415708216749818,2.0,2
2057,0.39746472381772296,0.39742252546560297,2.0,2
2059,0.39290179465369,0.605098097357246,1.0,1
2060,0.383917209829179,0.6018623241978139,1.0,1
2061,0.39590686686906895,0.580950732205439,1.0,1
2063,0.404514995609238,0.400367760968,2.0,2
2064,0.41586940382945703,0.597147300744228,1.0,1
2065,0.398499757602617,0.407137431601294,2.0,2
2066,0.4109089706588429,0.41931664010957204,2.0,2
2067,0.39147798514231197,0.581348039366985,1.0,1
2068,0.412736301668541,0.399797271975729,2.0,2
2069,0.40638919473682106,0.58425030505915,1.0,1
2070,0.418438353801748,0.40144055196564205,2.0,2
2071,0.418147423785239,0.4026459159313,2.0,2
2072,0.39204824101641794,0.410097157984003,2.0,2
2073,0.41925426947895705,0.599040225769742,1.0,1
2074,0.422763402875918,0.403654367306697,2.0,2
2075,0.392058937653009,0.591591749812766,1.0,1
2076,0.41838733306743,0.601220115853088,1.0,1
2077,0.398955971871502,0.592337784536074,1.0,1
2079,0.42124723560132205,0.607019923747303,1.0,1
2080,0.390129797032983,0.587339477587807,1.0,1
2081,0.409876189065067,0.422449579214985,2.0,2
2082,0.41796223906602503,0.41823385181071604,2.0,2
2083,0.389858641034706,0.5905335630153521,1.0,1
2085,0.406247161877919,0.41156886117135705,2.0,2
2086,0.40839161792403206,0.39192241074896095,2.0,2
2087,0.415350824641485,0.405710957533484,2.0,2
2088,0.41940035657668395,0.39480354785993105,2.0,2
2089,0.40061803440606103,0.608021936249353,1.0,1
