,X1,X2,class,cluster
4001,0.7045661028650259,0.678704576906409,2.0,2
4002,0.703541289166324,0.6935545144469399,2.0,2
4003,0.708686367799407,0.314854363074466,1.0,1
4004,0.6977787977691761,0.6833776150377711,2.0,2
4005,0.694700755076799,0.6956934039650849,2.0,2
4006,0.6961582580616371,0.314765087962562,1.0,1
4007,0.6634946263578629,0.6855689687676229,2.0,2
4009,0.691601656152013,0.30172496740022997,1.0,1
4010,0.699979172683197,0.331554489192383,1.0,1
4011,0.6934851783318772,0.684119639453275,2.0,2
4012,0.670141666147506,0.695712116898462,2.0,2
4013,0.691577816719026,0.308518764934852,1.0,1
4014,0.688641601092266,0.6796591564588499,2.0,2
4016,0.68921499290123,0.6855676291671561,2.0,2
4017,0.699357434758928,0.696153279382946,2.0,2
4018,0.68734285850182,0.31313149553579306,1.0,1
4019,0.687092909037968,0.6906835900202399,2.0,2
4020,0.700672728033661,0.693351944930605,2.0,2
4021,0.696449086177739,0.312904438387133,1.0,1
4022,0.6823101968976278,0.6860247982948511,2.0,2
4023,0.7010066609993729,0.683906685481745,2.0,2
4024,0.684289435374136,0.312343107690067,1.0,1
4025,0.6818205992222929,0.6912113847139431,2.0,2
4028,0.700313667136263,0.701265157025194,2.0,2
4029,0.6757809655673559,0.31074669579805,1.0,1
4030,0.684628564663001,0.684579538398598,2.0,2
4031,0.6957413192125529,0.299725065580993,1.0,1
4032,0.695597393134285,0.692406073746438,2.0,2
4033,0.6984569523358111,0.6672998976668979,2.0,2
4034,0.675749116515465,0.312173268386482,1.0,1
4035,0.673876724630524,0.31029158657435396,1.0,1
4036,0.674341227932359,0.6926817237014599,2.0,2
4037,0.696452750309674,0.6905434509858971,2.0,2
4039,0.6843017267283771,0.682076495313852,2.0,2
4041,0.701256356335278,0.6997374656780679,2.0,2
4042,0.681058415469992,0.29657424743287897,1.0,1
4043,0.6950513937590219,0.696165064193804,2.0,2
4044,0.685098057302977,0.305865248234301,1.0,1
4045,0.685369745125276,0.6828416201523891,2.0,2
4046,0.6931216710235409,0.6867289755666751,2.0,2
4047,0.692257368437206,0.309910381690023,1.0,1
4048,0.6892635019288822,0.6976248500532011,2.0,2
4049,0.6744115164028759,0.696851158291522,2.0,2
4051,0.6919811162117371,0.315754845370417,1.0,1
4052,0.6722390301947341,0.710310986807764,2.0,2
4053,0.6919831048872199,0.6971677903795661,2.0,2
4054,0.6944291298927249,0.692423579002143,2.0,2
4055,0.817847735714167,0.17675197776407,,1
4056,0.687222542541028,0.30948298757166604,1.0,1
4057,0.706859329202255,0.28881912068637894,1.0,1
4058,0.6855824178120661,0.7092241767614129,2.0,2
4059,0.71369766215089,0.284462958585656,1.0,1
4060,0.6885626301882641,0.305035013600497,1.0,1
4061,0.6978860559532161,0.70920216420113,2.0,2
4062,0.6920960670054039,0.306277028320786,1.0,1
4063,0.6928903986867249,0.6962066757956329,2.0,2
4064,0.702029584158047,0.7006846030502578,2.0,2
4065,0.697702184766556,0.688376324037565,2.0,2
4066,0.674938896766845,0.7037239616757651,2.0,2
4067,0.713811625944739,0.6976772073344221,2.0,2
4068,0.6852940216604829,0.689264439876701,2.0,2
4069,0.6899150737440669,0.3014807990974461,1.0,1
4070,0.7073317853803491,0.289336921870588,1.0,1
4071,0.7010604840987329,0.313170061063721,1.0,1
4072,0.7172241081236459,0.694397961430313,2.0,2
4073,0.697389048265432,0.691681625837715,2.0,2
4074,0.69352254043114,0.6910802665520419,2.0,2
4075,0.6911063778613129,0.30258909056182104,1.0,1
4076,0.702457066929901,0.686287971412918,2.0,2
4077,0.7206268635313541,0.300329830074147,1.0,1
4078,0.688133751649424,0.276313524438846,1.0,1
4079,0.696167937922094,0.7010739852593011,2.0,2
4080,0.7000225439600261,0.6852338737413339,2.0,2
4081,0.7120109756831421,0.6903478610779971,2.0,2
4082,0.692541711005683,0.701622051619714,2.0,2
4083,0.696105993181308,0.6951765646800799,2.0,2
4084,0.7208527031781651,0.714376520713468,2.0,2
4085,0.695384636240408,0.310552411628519,1.0,1
4087,0.6929582319995611,0.696537502129931,2.0,2
4088,0.6972727220003491,0.301339759337886,1.0,1
4089,0.695813355264966,0.6870639798977349,2.0,2
4090,0.696336375201148,0.689085247676081,2.0,2
4091,0.6921007047558678,0.31230954242289005,1.0,1
4092,0.703366420547923,0.288309030989144,1.0,1
4093,0.6958105810770899,0.6982645104497889,2.0,2
4094,0.714108497356063,0.30486704525647196,1.0,1
4095,0.7101626877475101,0.30915049829590996,1.0,1
4096,0.699095785056465,0.277656270326325,1.0,1
4097,0.686677960516555,0.697684460832942,2.0,2
4098,0.692903641655713,0.712304672039603,2.0,2
4099,0.7044818033207629,0.706438969017157,2.0,2
4100,0.7031980073488431,0.29502227540917103,1.0,1
4101,0.69528023713283,0.298698418170329,1.0,1
4102,0.6888500473764129,0.692821101489636,2.0,2
4103,0.7034470396849469,0.291027974296179,1.0,1
4104,0.7024810197932769,0.28527688454760997,1.0,1
4105,0.710347941600831,0.28556792061987607,1.0,1
4106,0.697782892052711,0.6865293074486228,2.0,2
4107,0.6839749505486861,0.28889232930549397,1.0,1
