,X1,X2,class,cluster
4501,0.746700780652957,0.769275190917103,2.0,2
4502,0.770313902203306,0.7523619065977291,2.0,2
4503,0.7428466468381929,0.22207016685999603,1.0,1
4504,0.7611655218330351,0.25952151987139,1.0,1
4506,0.744680630348448,0.222997078784256,1.0,1
4507,0.769150429651732,0.769462487886791,2.0,2
4508,0.764029547695622,0.23964753910427,1.0,1
4509,0.7695530018730308,0.247428857224898,1.0,1
4510,0.884430304402485,0.854978846851736,,2
4511,0.7510968523155509,0.766415992526989,2.0,2
4512,0.7677019791482941,0.7659166124988571,2.0,2
4513,0.769644276158232,0.22764391031111397,1.0,1
4515,0.778101853956925,0.7674811692295199,2.0,2
4516,0.757812560896222,0.762300205127805,2.0,2
4517,0.7554350473640359,0.20484879075149104,1.0,1
4518,0.7446355274929031,0.238184991150867,1.0,1
4519,0.7639644176352199,0.7719569454758349,2.0,2
4520,0.7758048374076051,0.7662767947846991,2.0,2
4521,0.7464883663043709,0.24529775546626,1.0,1
4522,0.7734612375925441,0.742767061495838,2.0,2
4523,0.7692597638217179,0.772313765928972,2.0,2
4524,0.7637676096598941,0.7493034747349789,2.0,2
4525,0.76277356682433,0.754138457848503,2.0,2
4526,0.773230248963275,0.237069693805343,1.0,1
4527,0.757257155419813,0.7455394878620321,2.0,2
4528,0.769104643715294,0.7430422727144229,2.0,2
4529,0.7654424180700551,0.7658657447006221,2.0,2
4530,0.7780988711352042,0.76932249773236,2.0,2
4531,0.759971653352295,0.246651862888323,1.0,1
4532,0.7702548927589491,0.220517489234315,1.0,1
4533,0.750522765219867,0.7513895297192751,2.0,2
4534,0.769567945994381,0.770029998997367,2.0,2
4535,0.746458719086553,0.233848784261421,1.0,1
4536,0.78129317549474,0.765154823305185,2.0,2
4537,0.7708881078097969,0.7935106936286279,2.0,2
4538,0.76641738113364,0.782403913309231,2.0,2
4539,0.760262232421634,0.23700210652427103,1.0,1
4540,0.7695903994794291,0.22117226494957198,1.0,1
4542,0.7552967116035992,0.766730158797376,2.0,2
4544,0.762471746316968,0.774620412164591,2.0,2
4545,0.760976188043357,0.7677699697523621,2.0,2
4546,0.7614396609059828,0.23524027989151103,1.0,1
4547,0.751135726559836,0.7697266465325459,2.0,2
4548,0.764891869996616,0.23537968564792,1.0,1
4549,0.763214227799839,0.23877926662924398,1.0,1
4550,0.7671822211648279,0.22942839072340698,1.0,1
4552,0.7653451973287441,0.215864332625117,1.0,1
4554,0.7646394851718271,0.23889267702254102,1.0,1
4555,0.7622959934173331,0.7614219629768969,2.0,2
4556,0.7871028904884321,0.7846133504780909,2.0,2
4557,0.768118349403723,0.23559496607652697,1.0,1
4558,0.781875432055514,0.231599145839224,1.0,1
4559,0.7711722263040329,0.7650174058258941,2.0,2
4560,0.7803509074456041,0.241810639395825,1.0,1
4561,0.749962114141185,0.7675738686082021,2.0,2
4562,0.7628185432057529,0.21884105593305603,1.0,1
4563,0.7700798577543859,0.766746989416635,2.0,2
4564,0.7577758104251779,0.23029346898059397,1.0,1
4565,0.7569142248667841,0.22710539075378303,1.0,1
4566,0.7485539613001869,0.24577885188890497,1.0,1
4567,0.7699857677412991,0.23070943508236497,1.0,1
4568,0.7619578798892289,0.23107342419608604,1.0,1
4569,0.7689483932518659,0.77592861026599,2.0,2
4571,0.773234991606118,0.237940694306772,1.0,1
4572,0.768654070424989,0.202963757439696,1.0,1
4573,0.76451921639164,0.20651399035251997,1.0,1
4574,0.7569040267411579,0.25205420235027304,1.0,1
4575,0.769904543201773,0.7801881911846559,2.0,2
4577,0.772665304719322,0.7666243974935071,2.0,2
4578,0.791150147219409,0.244515921261091,1.0,1
4579,0.7762261915066769,0.22542919820462198,1.0,1
