,X1,X2,class,cluster
1501,0.329962780797268,0.32744284795434897,2.0,2
1502,0.316115896513206,0.305722907620106,2.0,2
1503,0.319403241808237,0.314891833628555,2.0,2
1504,0.31004179562954304,0.32608360424934496,2.0,2
1505,0.31064431223305894,0.33733000155354803,2.0,2
1507,0.306886626261585,0.31682229070456797,2.0,2
1508,0.308949352351151,0.697513328848292,1.0,1
1509,0.32328783991162396,0.6771326770333069,1.0,1
1510,0.326678486613641,0.6706460160737691,1.0,1
1511,0.334480882110365,0.32568212839315397,2.0,2
1512,0.32417608906205103,0.32963270250770504,2.0,2
1513,0.321364992501618,0.31421345321033506,2.0,2
1514,0.313282522956459,0.664447852371853,1.0,1
1515,0.32061983625422497,0.324177620605563,2.0,2
1516,0.33384266634202503,0.33404055609349,2.0,2
1517,0.31920904303850395,0.31825410058426296,2.0,2
1518,0.31849795871437797,0.6724256038728729,1.0,1
1519,0.3411374326943549,0.31474576304893603,2.0,2
1520,0.329442952526916,0.3395839633125611,2.0,2
1521,0.32677998304056,0.6966873176594139,1.0,1
1522,0.328106708407216,0.322827427056694,2.0,2
1523,0.327386251958059,0.322326681696342,2.0,2
1524,0.318476354082335,0.34545320858968803,2.0,2
1525,0.341073645890838,0.664205622374295,1.0,1
1526,0.33538192770005393,0.323000050077297,2.0,2
1527,0.325778394438349,0.6705745417807321,1.0,1
1528,0.33165113714522804,0.680749059224213,1.0,1
1529,0.323833257510562,0.66220553745151,1.0,1
1530,0.341208325938102,0.6653591485035029,1.0,1
1531,0.32683053340246004,0.6772192057009971,1.0,1
1532,0.33162805955044394,0.6777500440999099,1.0,1
1533,0.331670188667336,0.676310763161135,1.0,1
1534,0.32445079902859403,0.658497301125393,1.0,1
1535,0.315830639841511,0.6786042205139521,1.0,1
1536,0.32975806201687896,0.318115561233455,2.0,2
1537,0.322102073032706,0.681909368201751,1.0,1
1539,0.31804338985603003,0.652568869009655,1.0,1
1540,0.31873313589636604,0.323017070471048,2.0,2
1541,0.30417338569975105,0.33298801797989397,2.0,2
1542,0.31739341933216403,0.6660759724709611,1.0,1
1543,0.3412700528406081,0.332378555757193,2.0,2
1544,0.308081825563489,0.313062745910562,2.0,2
1545,0.314522277757308,0.328872805716783,2.0,2
1546,0.34092852411860897,0.675806029288885,1.0,1
1548,0.326839971412055,0.336312269881847,2.0,2
1549,0.345610274889285,0.671916042278978,1.0,1
1550,0.33537605588242797,0.6768000940064921,1.0,1
1551,0.31499108932049696,0.669171480291471,1.0,1
1552,0.329512771168707,0.329551188709338,2.0,2
1553,0.325351500723391,0.31658681547874795,2.0,2
1554,0.322438139660203,0.33684234942242697,2.0,2
1556,0.31734708623470603,0.668488675096062,1.0,1
1559,0.331356712244667,0.660424423373688,1.0,1
1560,0.339274213482506,0.334687398992278,2.0,2
1561,0.3429862184335,0.668114519613801,1.0,1
1562,0.331781917104242,0.6779372762325201,1.0,1
1563,0.340390071145256,0.330823522102127,2.0,2
1564,0.332033010268385,0.320644112690862,2.0,2
1565,0.34984211567437795,0.667511310623732,1.0,1
1566,0.324299142039515,0.32705139845437,2.0,2
1567,0.338642798177841,0.6655359971842769,1.0,1
1568,0.346272292130447,0.335583007334053,2.0,2
1569,0.338432232534035,0.669162544497256,1.0,1
1570,0.338516519062405,0.664137410783186,1.0,1
1571,0.323765852215737,0.315755148764674,2.0,2
1573,0.329898003635568,0.341552964604469,2.0,2
1574,0.33718166717500503,0.313029849327932,2.0,2
1575,0.327013809348538,0.677276232301285,1.0,1
1576,0.33551182513719296,0.6717620186050149,1.0,1
1577,0.335795784871147,0.678472535451419,1.0,1
1578,0.319889096357027,0.324440437319091,2.0,2
1579,0.34141141386067897,0.662227854961407,1.0,1
1580,0.33432845649354903,0.6845575194488941,1.0,1
1581,0.329000515971499,0.6700812307009301,1.0,1
1582,0.33735088344080394,0.33700638494930796,2.0,2
1583,0.325796857695745,0.66855401286846,1.0,1
1584,0.32577946667938107,0.320436261111499,2.0,2
1585,0.343063496447867,0.633692822553918,1.0,1
1586,0.330342099654794,0.31987650486498304,2.0,2
1587,0.322048095209389,0.345109223275117,2.0,2
1588,0.30765647611705105,0.345648848127832,2.0,2
1589,0.33198623321881604,0.675135340763647,1.0,1
1590,0.3343209599523089,0.33389448628732105,2.0,2
1592,0.34951043020566197,0.6654423039787459,1.0,1
1593,0.345780704338695,0.6559864922288431,1.0,1
1594,0.337367078208182,0.662260213524384,1.0,1
1595,0.34180976962728,0.669806053109172,1.0,1
1599,0.33831282603460805,0.6709667837513559,1.0,1
1600,0.332983032718603,0.6721000680624101,1.0,1
1601,0.34538404523222105,0.33754261101299504,2.0,2
1603,0.325553262845905,0.330594021233854,2.0,2
1604,0.32783526894794607,0.637758826328926,1.0,1
1605,0.322204585826541,0.671171529528592,1.0,1
1606,0.34491477172426194,0.665797264532342,1.0,1
1607,0.350127606340156,0.659459038708391,1.0,1
1608,0.332898247726065,0.659771879650077,1.0,1
1609,0.347372074146483,0.631451534386874,1.0,1
1610,0.33607212448663304,0.33447119964545097,2.0,2
1611,0.376885085599497,0.579597695264965,,1
1612,0.341291977008037,0.34331152371168205,2.0,2
1613,0.345148458497827,0.328596894215919,2.0,2
1614,0.34197136603342804,0.657481311562277,1.0,1
1615,0.317497201833444,0.342325471873978,2.0,2
1616,0.347002834979562,0.671231360815897,1.0,1
1617,0.33932315485944003,0.343665511915408,2.0,2
1618,0.340258328127769,0.6718944374080351,1.0,1
1620,0.34828537572997303,0.34171744749433897,2.0,2
1621,0.339426538564205,0.663357540605211,1.0,1
1622,0.32013615243156607,0.6446294647972479,1.0,1
1623,0.325678320591774,0.6722712183654711,1.0,1
1624,0.31317807088844607,0.34306164123620303,2.0,2
1625,0.350260647722686,0.6537898883291079,1.0,1
1627,0.349481842422576,0.646657024120947,1.0,1
1628,0.341547711338013,0.670659269127037,1.0,1
1629,0.341839376120622,0.6444045229195351,1.0,1
1630,0.339880766187059,0.6624380763798089,1.0,1
1632,0.341520679557129,0.65494497369753,1.0,1
1633,0.347347220766263,0.63375180233134,1.0,1
