,X1,X2,class,cluster
3001,0.532602331783674,0.43738951636330603,1.0,1
3002,0.537471193760365,0.54296040733757,2.0,2
3003,0.5304310343346289,0.468272358606591,1.0,1
3004,0.545267827036247,0.44389136476613894,1.0,1
3005,0.541694005383269,0.46706096919702395,1.0,1
3006,0.5403770289343129,0.44809227530707596,1.0,1
3007,0.517641074351591,0.446257581746736,1.0,1
3009,0.5374062281416521,0.456623620794243,1.0,1
3010,0.543817928069002,0.45983526451388596,1.0,1
3011,0.546925790053771,0.541341730109674,2.0,2
3012,0.544571436918623,0.5403416612110561,2.0,2
3013,0.5582088176174621,0.439669420250866,1.0,1
3014,0.542952972383506,0.5390746829135871,2.0,2
3016,0.558198910928428,0.4631971464082821,1.0,1
3017,0.544362163771946,0.460385521276552,1.0,1
3018,0.560084337268483,0.544766808981646,2.0,2
3019,0.5564857570116121,0.456543472355553,1.0,1
3020,0.5442894246736321,0.45138245116860204,1.0,1
3021,0.537906810776967,0.46086393565642997,1.0,1
3022,0.5385607477090879,0.46553449949099707,1.0,1
3023,0.542873359259987,0.44980838770946396,1.0,1
3024,0.53770819025693,0.4446281598702,1.0,1
3025,0.536971622757475,0.540670535685141,2.0,2
3026,0.556903232388677,0.551349125343342,2.0,2
3027,0.541515001834612,0.5236337820217271,2.0,2
3028,0.546709427426922,0.557151524701473,2.0,2
3029,0.539286048203578,0.549951803767783,2.0,2
3030,0.542214548730276,0.544880699760777,2.0,2
3031,0.556904734862829,0.461072420024401,1.0,1
3032,0.533981418389057,0.44270290043254207,1.0,1
3033,0.5583526729917271,0.5387321138738019,2.0,2
3034,0.538155263360386,0.473443316620462,1.0,1
3035,0.551270329015495,0.460222664159538,1.0,1
3036,0.537588704391611,0.46786812359811797,1.0,1
3037,0.545448933598497,0.556874623971453,2.0,2
3038,0.552002671565188,0.444886918906769,1.0,1
3039,0.552535780440352,0.562170881908052,2.0,2
3040,0.546311352598591,0.44337940424639793,1.0,1
3041,0.544562955317373,0.458328705165133,1.0,1
3042,0.54238079819541,0.547536280115134,2.0,2
3044,0.545723311017371,0.548668553650851,2.0,2
3046,0.5636030631977739,0.457829180387776,1.0,1
3047,0.54547277424832,0.541765633207086,2.0,2
3048,0.5619284677227321,0.453185397727565,1.0,1
3049,0.5369946016474121,0.45232209546668606,1.0,1
3051,0.539836909205641,0.462299757623326,1.0,1
3052,0.535745988817428,0.549264553801436,2.0,2
3053,0.537538506365117,0.5477907510855999,2.0,2
3054,0.558153177762926,0.44068327790983,1.0,1
3055,0.535151969723341,0.43589469642224393,1.0,1
3056,0.5515841407400861,0.55916750533571,2.0,2
3058,0.553899581142194,0.43565795231438703,1.0,1
3059,0.550414167015855,0.541909846602389,2.0,2
3060,0.547931097312755,0.5445203944386471,2.0,2
3061,0.536081950891941,0.555354616600458,2.0,2
3063,0.5363335180174621,0.534807721970322,2.0,2
3064,0.544845908079187,0.45581500216376697,1.0,1
3065,0.546470349862191,0.440493090708772,1.0,1
3066,0.560832128346928,0.554493069071312,2.0,2
3067,0.547275814374719,0.45542871024425396,1.0,1
3068,0.5408756088578089,0.43814470235700204,1.0,1
3069,0.567749212308468,0.45019151253292,1.0,1
3071,0.554412595601974,0.550767291280838,2.0,2
3072,0.551747134775287,0.561051155122933,2.0,2
3073,0.555040388638111,0.44834451421011606,1.0,1
3074,0.5434383691714351,0.45876012027597296,1.0,1
3075,0.561691390997275,0.5478022930280599,2.0,2
3076,0.5626803237370369,0.43859010151841,1.0,1
3077,0.550087687190179,0.457852248501755,1.0,1
3080,0.559564995886812,0.442247836852707,1.0,1
3081,0.559664117873822,0.534656337846711,2.0,2
3083,0.5523615661479611,0.5454392221585561,2.0,2
3084,0.5493981988472341,0.5733282958662529,2.0,2
3085,0.5521724562542739,0.43594983087699196,1.0,1
3086,0.547072513341991,0.434696946798359,1.0,1
3087,0.551250680159184,0.559521525660517,2.0,2
3088,0.569117989624274,0.453334800093925,1.0,1
3090,0.545411389061505,0.541331810387516,2.0,2
3091,0.550598394157504,0.44944661934521,1.0,1
3092,0.5477883591881629,0.44797725532661,1.0,1
3093,0.543179402240435,0.44427221584931004,1.0,1
3094,0.5446857456135421,0.55241795191354,2.0,2
3095,0.545159836653345,0.42643364702440395,1.0,1
3096,0.535292772831801,0.44367093390103207,1.0,1
3097,0.560597893693622,0.43400115512956605,1.0,1
3098,0.5507630743722789,0.555983828619993,2.0,2
3099,0.560219463374477,0.45877107748372,1.0,1
3100,0.567746169273344,0.453127128941102,1.0,1
3101,0.562414860897239,0.44200228096593497,1.0,1
3102,0.561865060480631,0.42907235683505995,1.0,1
3103,0.575118613065453,0.456689941169033,1.0,1
3104,0.54726186621358,0.44317474218681,1.0,1
3105,0.561457085481691,0.5655236747418491,2.0,2
3106,0.5412755703504321,0.44636811195341,1.0,1
3107,0.5460386172382511,0.44606902994450703,1.0,1
3109,0.549777421230781,0.546423619872082,2.0,2
3110,0.546986754708878,0.5594239678823,2.0,2
3111,0.573366803462817,0.547564096936911,2.0,2
3112,0.5553152097696931,0.42956354780253997,1.0,1
3113,0.562628931996669,0.553886874692104,2.0,2
3114,0.562393248587593,0.45240866743253094,1.0,1
3115,0.5389721712696149,0.5667609376315931,2.0,2
3116,0.5553811842753299,0.436094098606687,1.0,1
3117,0.5446586708920921,0.4400182597855011,1.0,1
3118,0.563483957711172,0.564861907139715,2.0,2
3119,0.5656884329866501,0.562913347459583,2.0,2
3121,0.5626410902944771,0.44364711848994703,1.0,1
3122,0.566906288674835,0.563107808067931,2.0,2
3123,0.575231813667692,0.430373268569461,1.0,1
3124,0.559030536493026,0.438643247765156,1.0,1
3125,0.543934452764301,0.570492349750025,2.0,2
3126,0.563291541088386,0.43863785107072895,1.0,1
3127,0.557912674684469,0.44292564438583004,1.0,1
3129,0.564611308698325,0.43083493258403704,1.0,1
3130,0.57138787426214,0.566872623968447,2.0,2
3132,0.562722320548304,0.44387214121763496,1.0,1
3133,0.562516704971656,0.567485234902602,2.0,2
3135,0.5670523750424129,0.553867705066481,2.0,2
3136,0.556506080445647,0.4451403711027971,1.0,1
3137,0.567451175399383,0.440622032044952,1.0,1
3138,0.5542498222431179,0.5586379205635279,2.0,2
3139,0.5524434649231751,0.43759544306451204,1.0,1
3140,0.546257784199603,0.44399255419164096,1.0,1
3141,0.5575434998556321,0.4392127237798979,1.0,1
3142,0.558110255849252,0.45052643605360604,1.0,1
3143,0.560406489052879,0.4442070432574529,1.0,1
3144,0.571685253341176,0.560600576930001,2.0,2
3145,0.546839255332202,0.567001069464896,2.0,2
3146,0.5704143551501669,0.432244426336476,1.0,1
3147,0.569101539467798,0.5600153721926899,2.0,2
3148,0.5751515548331639,0.44091611910526096,1.0,1
3149,0.5798258756204839,0.43945040641556704,1.0,1
3150,0.562546642881263,0.557184871163174,2.0,2
3151,0.5439227218974699,0.564435097690271,2.0,2
3152,0.5602271241664971,0.549525820073564,2.0,2
3153,0.548735625788192,0.438394634368294,1.0,1
3154,0.5722140387444089,0.434782404395255,1.0,1
