"X1","X2","class"
"1",0.0899994414889562,0.108715015218468,2
"2",0.833095114910975,0.94244511355646,NA
"3",0.109808042291886,0.892379234206919,1
"4",0.0984843573276952,0.0916532271550761,2
"5",0.111410074617338,0.12076890554846,2
"6",0.107949523954682,0.890423082661623,1
"7",0.105157913926468,0.889182601666234,1
"8",0.0895691005137435,0.11893281824114,2
"9",0.121150481897858,0.893817879740778,1
"10",0.104059455961124,0.0993151602951771,2
"11",0.120485915056181,0.113180058421333,2
"12",0.0975784983438762,0.103328630288046,2
"13",0.0963691083608537,0.89756647587224,1
"14",0.098192707811805,0.901969866540511,1
"15",0.0934324497542297,0.126780382621314,2
"16",0.100513051894022,0.138969452468165,2
"17",0.0809701966374357,0.922774709435961,1
"18",0.113513007538068,0.0871820347458655,2
"19",0.115673619276644,0.110857771027953,2
"20",0.104390573802149,0.0987020690265586,2
"21",0.0995952800337404,0.112005327150327,2
"22",0.0940151517629262,0.0978639537437161,2
"23",0.106364747722655,0.892915737247018,1
"24",0.117118081425613,0.114789107918869,2
"25",0.112685177964168,0.123599602950872,2
"26",0.104400091210108,0.107550424009784,2
"27",0.119056176150539,0.0869407150360211,2
"28",0.106942142277692,0.882720343559644,1
"29",0.115009794222602,0.900271851391158,1
"30",0.0910649917859556,0.0967895712450462,2
"31",0.121189042943852,0.108087650462547,2
"32",0.106409504371465,0.114215658899165,2
"33",0.113735928448152,0.0913003939927285,2
"34",0.113759513706502,0.102477091054546,2
"35",0.124306395148882,0.886751056573677,1
"36",0.0998308142424499,0.122281884596248,2
"37",0.108004445702934,0.108962512742764,2
"38",0.0978547734283184,0.112703105277213,2
"39",0.122669718799094,0.105817181038453,2
"40",0.109352584217847,0.887273907528933,1
"41",0.109989661864259,0.103491664280687,2
"42",0.117000959703089,0.888020504455602,1
"43",0.127457160593181,0.114710372085955,2
"44",0.101518679914392,0.883438725495513,1
"45",0.128608891347184,0.124863403603463,2
"46",0.107868382175931,0.1049559211563,2
"47",0.110450613067735,0.108061441821524,2
"48",0.121992193860231,0.114082414184243,2
"49",0.108993167881531,0.111123226611609,2
"50",0.115353814202655,0.891402559894561,1
"51",0.1152516973928,0.108212887579622,2
"52",0.568237763131037,0.102459895191714,NA
"53",0.104652488892321,0.100078991036291,2
"54",0.112644508498356,0.120085320906715,2
"55",0.128359547157481,0.886309360160077,1
"56",0.382897886680439,0.109821354271844,NA
"57",0.114162485455792,0.093929131930178,2
"58",0.106336434301178,0.902238998639759,1
"59",0.199651942588389,0.372992084361613,NA
"60",0.100945417324872,0.877631829435105,1
"61",0.110499108475485,0.116908020362179,2
"62",0.117362473136474,0.0871812837949005,2
"63",0.102509536272493,0.108053569973616,2
"64",0.12035683812586,0.890030606717613,1
"65",0.104608199178026,0.898555114247201,1
"66",0.128768739033844,0.893512221088704,1
"67",0.114364845936034,0.889323931488323,1
"68",0.111932634672685,0.108460413519036,2
"69",0.113316225772972,0.878528093020695,1
"70",0.865606702165678,0.854500305606052,NA
"71",0.132625059612111,0.898686696947201,1
"72",0.119552304290793,0.874478760403435,1
"73",0.117700770589095,0.113969227614041,2
"74",0.110987685255789,0.879207721556189,1
"75",0.125560816756805,0.864614012971524,1
"76",0.107620760155262,0.120392238624968,2
"77",0.111850167710119,0.885160908379471,1
"78",0.106317983325853,0.11255725092681,2
"79",0.140008127661679,0.111452029577674,2
"80",0.529200210003182,0.79622189537622,NA
"81",0.116257256522857,0.873662410232312,1
"82",0.110389116236517,0.880482225241988,1
"83",0.114093601483148,0.879546909354409,1
"84",0.122242787903363,0.120192052951236,2
"85",0.119676051797847,0.878762702349131,1
"86",0.108527910889694,0.892207639282376,1
"87",0.110932248879056,0.113000548100187,2
"88",0.120645429045871,0.875472575084626,1
"89",0.134440612017842,0.876886882566787,1
"90",0.100423714465651,0.129181393066354,2
"91",0.116378229300804,0.126665158550601,2
"92",0.302389650139958,0.195268839132041,NA
"93",0.139823112403974,0.555287986295298,NA
"94",0.116556873005128,0.881989373341414,1
"95",0.653381234034896,0.476065894588828,NA
"96",0.114978448077269,0.111222211433378,2
"97",0.131155226231224,0.888238820291014,1
"98",0.111806724719623,0.870876379438258,1
"99",0.0993818741014143,0.126736597100762,2
"100",0.11903843024305,0.877074981668787,1
"101",0.121187305323485,0.878293561494854,1
"102",0.116432816721341,0.884086813607419,1
"103",0.110191493133737,0.128533261928144,2
"104",0.11326721103465,0.11950680484981,2
"105",0.118573912239287,0.892563033439314,1
"106",0.107137462874033,0.88922362505268,1
"107",0.114597592303937,0.885451340550672,1
"108",0.529362072702497,0.179665114497766,NA
"109",0.124125211706143,0.882694176339304,1
"110",0.125435753220217,0.888273272609603,1
"111",0.122885634279989,0.888908956680411,1
"112",0.112172173667837,0.882941195692235,1
"113",0.123724183281549,0.113878191115605,2
"114",0.115850836934534,0.886729151915311,1
"115",0.509862722828984,0.217560884542763,NA
"116",0.113033874608528,0.129176093090542,2
"117",0.128425596324404,0.880815664647469,1
"118",0.132145868552428,0.125934269427928,2
"119",0.116881529883271,0.118163849928145,2
"120",0.11697298619173,0.118608960875852,2
"121",0.387828306294978,0.509885683422908,NA
"122",0.120119503665045,0.883674613742315,1
"123",0.122208716918657,0.876692866502045,1
"124",0.104387499221366,0.858236994738867,1
"125",0.126860636464066,0.113894035713311,2
"126",0.133635065382175,0.874836988355457,1
"127",0.110186777833543,0.87021205658106,1
"128",0.108090275962228,0.118413292121168,2
"129",0.136250036682276,0.130018174083738,2
"130",0.132684063861256,0.127238045695718,2
"131",0.117684830250956,0.110928489937711,2
"132",0.105795553542556,0.889713753640495,1
"133",0.131348562600299,0.877010656839784,1
"134",0.113208564126493,0.120793749492214,2
"135",0.122581535145698,0.877513746203889,1
"136",0.126427867153116,0.878387340673907,1
"137",0.11926931607976,0.130446278476357,2
"138",0.119477284751771,0.878313254768588,1
"139",0.118672453857393,0.134609913037203,2
"140",0.10448202384037,0.878425088547919,1
"141",0.132373367785975,0.876199227993347,1
"142",0.129409200810363,0.873580705108622,1
"143",0.118257498598517,0.127639036127713,2
"144",0.123615477925554,0.866001558184931,1
"145",0.106822041863263,0.878019480621489,1
"146",0.117686186692491,0.132433531576746,2
"147",0.109800987333509,0.88649637223111,1
"148",0.144779535932301,0.881846591937297,1
"149",0.838911147555336,0.193547561997548,NA
"150",0.115161873469108,0.12075192545849,2
"151",0.130587328780806,0.122194115712365,2
"152",0.107197951772169,0.869426417127413,1
"153",0.136339178520181,0.128197690269175,2
"154",0.129799609610993,0.873803246846926,1
"155",0.129427495443541,0.871154826571542,1
"156",0.12065923752409,0.138904000019047,2
"157",0.13180500450045,0.877767915830405,1
"158",0.129038342437555,0.133240538224135,2
"159",0.143843622013914,0.118962893236955,2
"160",0.113008608688219,0.856504536995306,1
"161",0.135512487632359,0.863877219132682,1
"162",0.117685837082218,0.12539334800236,2
"163",0.124222268475852,0.140759750658716,2
"164",0.116910584985174,0.12033849062704,2
"165",0.127414665066297,0.150343250135191,2
"166",0.123488338895153,0.150366453001149,2
"167",0.134346066059203,0.87113727021837,1
"168",0.144071049185521,0.862930186230261,1
"169",0.120558822688,0.115331952485382,2
"170",0.127655524623558,0.119893749172513,2
"171",0.127801830579634,0.126347178325806,2
"172",0.143125197362939,0.133051732935335,2
"173",0.126956959318707,0.128578504733292,2
"174",0.130687182957827,0.13837687222001,2
"175",0.121906145714948,0.122800303387086,2
"176",0.13992924858993,0.124108881119965,2
"177",0.145148280775174,0.628885264042765,NA
"178",0.132750282841677,0.872233788847058,1
"179",0.127663215365566,0.150331373247761,2
"180",0.379400902893394,0.692833745619282,NA
"181",0.144707110146775,0.129134686190751,2
"182",0.116484436964625,0.122511575031115,2
"183",0.137640113925113,0.870153908067137,1
"184",0.137769174536251,0.879937404267119,1
"185",0.129008076837526,0.133442053006586,2
"186",0.136492570812237,0.86549380466582,1
"187",0.114823709962632,0.1244191691584,2
"188",0.130934203927767,0.124080636684194,2
"189",0.12414754855195,0.12573466407795,2
"190",0.122970290304705,0.141193130740324,2
"191",0.135825191139324,0.12491496127188,2
"192",0.810700767906383,0.845708513399586,NA
"193",0.135402179670404,0.114305301876476,2
"194",0.122975032690172,0.867380045750139,1
"195",0.147392759744075,0.154056289773772,2
"196",0.140196437475628,0.13279742365905,2
"197",0.125412843743706,0.137657413377373,2
"198",0.139600006200635,0.139804165086457,2
"199",0.138897051967022,0.86690659525022,1
"200",0.141814953309171,0.887064489272781,1
"201",0.727365053026006,0.735745016485453,NA
"202",0.126070795935189,0.848871169040598,1
"203",0.13969286550611,0.139065941483636,2
"204",0.30106583959423,0.0426044932100922,NA
"205",0.603052512509748,0.924963022815064,NA
"206",0.127262850741959,0.882806989586321,1
"207",0.138182685319348,0.858383034391645,1
"208",0.120733256421586,0.864924416750697,1
"209",0.127928318404635,0.851080642137282,1
"210",0.115883214873987,0.156801996851226,2
"211",0.143887593008672,0.116033141884827,2
"212",0.122450395812816,0.134395821657412,2
"213",0.14482297896952,0.854055971041767,1
"214",0.130822862205771,0.140143053286069,2
"215",0.138326120925189,0.135666673091568,2
"216",0.13861305673844,0.131492090734835,2
"217",0.124149597576101,0.86794191805443,1
"218",0.12802399134385,0.123255285677234,2
"219",0.123855791145709,0.137636043903693,2
"220",0.147340469765948,0.869699862173468,1
"221",0.138440261703642,0.132864129956413,2
"222",0.147825477297098,0.143449957332444,2
"223",0.145644971368497,0.150334770611395,2
"224",0.123575635032884,0.134959360315045,2
"225",0.155742433007085,0.144129458880026,2
"226",0.127635277451285,0.868158499117088,1
"227",0.75890479539521,0.52666507079266,NA
"228",0.143826196072368,0.871891494645005,1
"229",0.130735488122682,0.843303663986905,1
"230",0.137134079154599,0.138906065742545,2
"231",0.142996712378413,0.140169887536356,2
"232",0.132660538522817,0.872260750132263,1
"233",0.479350005974993,0.985946708591655,NA
"234",0.137392113789737,0.847909760379667,1
"235",0.138731093031137,0.846795023334591,1
"236",0.143924700959868,0.139076952942355,2
"237",0.147758063104389,0.129397049685258,2
"238",0.126920466611333,0.833492415465594,1
"239",0.154409109516656,0.12663756839599,2
"240",0.134263324626947,0.133165713048084,2
"241",0.156338697881941,0.144643851249621,2
"242",0.544901790097356,0.1333760577254,NA
"243",0.13123098155596,0.146472860705294,2
"244",0.143488830028069,0.152875464499393,2
"245",0.159502752848281,0.137735946874521,2
"246",0.133410953287164,0.858956123313492,1
"247",0.136706765427267,0.163427414977907,2
"248",0.139128075175503,0.853448519506974,1
"249",0.134056518297847,0.146339729927245,2
"250",0.155865236110634,0.85408966024968,1
"251",0.16888471006236,0.127326314613066,2
"252",0.138000483221862,0.848587219794767,1
"253",0.154364219391615,0.138223344298708,2
"254",0.14907132667962,0.874204633719508,1
"255",0.136688213725173,0.86400895130724,1
"256",0.122288679084643,0.852777751340074,1
"257",0.138572260036,0.865970694778156,1
"258",0.152475280754258,0.864830803668939,1
"259",0.167585974208586,0.157441226985426,2
