,X1,X2,class,cluster
1,0.0899994414889562,0.108715015218468,2.0,2
3,0.10980804229188601,0.8923792342069191,1.0,1
4,0.0984843573276952,0.0916532271550761,2.0,2
5,0.11141007461733801,0.12076890554846,2.0,2
6,0.10794952395468199,0.890423082661623,1.0,1
7,0.105157913926468,0.889182601666234,1.0,1
8,0.0895691005137435,0.11893281824114,2.0,2
9,0.12115048189785801,0.8938178797407779,1.0,1
10,0.10405945596112401,0.0993151602951771,2.0,2
11,0.12048591505618099,0.11318005842133301,2.0,2
12,0.0975784983438762,0.10332863028804598,2.0,2
13,0.0963691083608537,0.8975664758722399,1.0,1
14,0.09819270781180499,0.9019698665405109,1.0,1
15,0.0934324497542297,0.126780382621314,2.0,2
16,0.10051305189402199,0.138969452468165,2.0,2
17,0.0809701966374357,0.922774709435961,1.0,1
18,0.11351300753806802,0.0871820347458655,2.0,2
19,0.11567361927664399,0.11085777102795301,2.0,2
20,0.104390573802149,0.0987020690265586,2.0,2
21,0.0995952800337404,0.112005327150327,2.0,2
22,0.0940151517629262,0.0978639537437161,2.0,2
23,0.106364747722655,0.8929157372470179,1.0,1
24,0.11711808142561302,0.114789107918869,2.0,2
25,0.11268517796416802,0.123599602950872,2.0,2
26,0.10440009121010801,0.107550424009784,2.0,2
27,0.119056176150539,0.0869407150360211,2.0,2
28,0.10694214227769198,0.8827203435596441,1.0,1
29,0.11500979422260199,0.900271851391158,1.0,1
30,0.0910649917859556,0.0967895712450462,2.0,2
31,0.12118904294385198,0.108087650462547,2.0,2
32,0.106409504371465,0.114215658899165,2.0,2
33,0.113735928448152,0.0913003939927285,2.0,2
34,0.113759513706502,0.102477091054546,2.0,2
35,0.12430639514888199,0.886751056573677,1.0,1
36,0.0998308142424499,0.122281884596248,2.0,2
37,0.10800444570293401,0.108962512742764,2.0,2
38,0.0978547734283184,0.112703105277213,2.0,2
39,0.12266971879909402,0.105817181038453,2.0,2
40,0.109352584217847,0.887273907528933,1.0,1
41,0.109989661864259,0.103491664280687,2.0,2
42,0.117000959703089,0.888020504455602,1.0,1
43,0.127457160593181,0.114710372085955,2.0,2
44,0.101518679914392,0.8834387254955129,1.0,1
45,0.128608891347184,0.124863403603463,2.0,2
46,0.107868382175931,0.10495592115630001,2.0,2
47,0.110450613067735,0.108061441821524,2.0,2
48,0.12199219386023101,0.114082414184243,2.0,2
49,0.10899316788153099,0.111123226611609,2.0,2
50,0.11535381420265499,0.8914025598945609,1.0,1
51,0.1152516973928,0.10821288757962198,2.0,2
53,0.104652488892321,0.10007899103629099,2.0,2
54,0.11264450849835601,0.120085320906715,2.0,2
55,0.128359547157481,0.8863093601600771,1.0,1
57,0.11416248545579198,0.09392913193017802,2.0,2
58,0.106336434301178,0.902238998639759,1.0,1
60,0.100945417324872,0.877631829435105,1.0,1
61,0.110499108475485,0.116908020362179,2.0,2
62,0.11736247313647401,0.0871812837949005,2.0,2
63,0.102509536272493,0.10805356997361601,2.0,2
64,0.12035683812586,0.8900306067176129,1.0,1
65,0.104608199178026,0.8985551142472009,1.0,1
66,0.128768739033844,0.8935122210887042,1.0,1
67,0.11436484593603401,0.8893239314883231,1.0,1
68,0.11193263467268501,0.10846041351903599,2.0,2
69,0.11331622577297197,0.878528093020695,1.0,1
71,0.132625059612111,0.8986866969472009,1.0,1
72,0.11955230429079301,0.8744787604034351,1.0,1
73,0.117700770589095,0.113969227614041,2.0,2
74,0.11098768525578899,0.8792077215561891,1.0,1
75,0.125560816756805,0.864614012971524,1.0,1
76,0.107620760155262,0.120392238624968,2.0,2
77,0.111850167710119,0.885160908379471,1.0,1
78,0.10631798332585302,0.11255725092681,2.0,2
79,0.14000812766167903,0.11145202957767401,2.0,2
81,0.11625725652285698,0.8736624102323121,1.0,1
82,0.110389116236517,0.8804822252419878,1.0,1
83,0.114093601483148,0.8795469093544092,1.0,1
84,0.12224278790336301,0.120192052951236,2.0,2
85,0.11967605179784699,0.878762702349131,1.0,1
86,0.108527910889694,0.892207639282376,1.0,1
87,0.11093224887905599,0.11300054810018699,2.0,2
88,0.120645429045871,0.875472575084626,1.0,1
89,0.134440612017842,0.876886882566787,1.0,1
90,0.10042371446565102,0.129181393066354,2.0,2
91,0.116378229300804,0.126665158550601,2.0,2
94,0.116556873005128,0.881989373341414,1.0,1
96,0.114978448077269,0.11122221143337802,2.0,2
97,0.131155226231224,0.888238820291014,1.0,1
98,0.111806724719623,0.8708763794382579,1.0,1
99,0.0993818741014143,0.126736597100762,2.0,2
100,0.11903843024305001,0.8770749816687871,1.0,1
101,0.12118730532348501,0.8782935614948539,1.0,1
102,0.116432816721341,0.8840868136074191,1.0,1
103,0.110191493133737,0.12853326192814402,2.0,2
104,0.11326721103465,0.11950680484981001,2.0,2
105,0.118573912239287,0.8925630334393141,1.0,1
106,0.107137462874033,0.88922362505268,1.0,1
107,0.114597592303937,0.885451340550672,1.0,1
109,0.124125211706143,0.8826941763393041,1.0,1
110,0.125435753220217,0.888273272609603,1.0,1
111,0.122885634279989,0.8889089566804109,1.0,1
112,0.112172173667837,0.882941195692235,1.0,1
113,0.12372418328154901,0.11387819111560499,2.0,2
114,0.11585083693453399,0.8867291519153109,1.0,1
116,0.11303387460852801,0.12917609309054198,2.0,2
117,0.128425596324404,0.8808156646474691,1.0,1
118,0.13214586855242802,0.12593426942792801,2.0,2
119,0.116881529883271,0.11816384992814499,2.0,2
120,0.11697298619173,0.118608960875852,2.0,2
122,0.120119503665045,0.8836746137423149,1.0,1
123,0.12220871691865699,0.8766928665020451,1.0,1
124,0.10438749922136599,0.8582369947388672,1.0,1
125,0.126860636464066,0.11389403571331098,2.0,2
126,0.133635065382175,0.8748369883554571,1.0,1
127,0.11018677783354301,0.87021205658106,1.0,1
128,0.108090275962228,0.11841329212116802,2.0,2
129,0.136250036682276,0.130018174083738,2.0,2
130,0.132684063861256,0.127238045695718,2.0,2
131,0.11768483025095598,0.110928489937711,2.0,2
132,0.105795553542556,0.889713753640495,1.0,1
133,0.131348562600299,0.8770106568397841,1.0,1
134,0.11320856412649302,0.12079374949221401,2.0,2
135,0.12258153514569803,0.8775137462038891,1.0,1
136,0.126427867153116,0.878387340673907,1.0,1
137,0.11926931607975999,0.130446278476357,2.0,2
138,0.119477284751771,0.8783132547685879,1.0,1
139,0.118672453857393,0.13460991303720302,2.0,2
140,0.10448202384036999,0.8784250885479191,1.0,1
141,0.132373367785975,0.876199227993347,1.0,1
142,0.129409200810363,0.8735807051086221,1.0,1
143,0.11825749859851699,0.12763903612771302,2.0,2
144,0.123615477925554,0.866001558184931,1.0,1
145,0.10682204186326301,0.8780194806214889,1.0,1
146,0.11768618669249101,0.132433531576746,2.0,2
147,0.10980098733350901,0.88649637223111,1.0,1
148,0.144779535932301,0.881846591937297,1.0,1
150,0.11516187346910801,0.12075192545849,2.0,2
151,0.130587328780806,0.122194115712365,2.0,2
152,0.10719795177216901,0.869426417127413,1.0,1
153,0.136339178520181,0.128197690269175,2.0,2
154,0.12979960961099302,0.8738032468469259,1.0,1
155,0.12942749544354099,0.871154826571542,1.0,1
156,0.12065923752409,0.13890400001904699,2.0,2
157,0.13180500450045,0.877767915830405,1.0,1
158,0.129038342437555,0.13324053822413498,2.0,2
159,0.143843622013914,0.118962893236955,2.0,2
160,0.113008608688219,0.8565045369953058,1.0,1
161,0.135512487632359,0.8638772191326819,1.0,1
162,0.11768583708221801,0.12539334800236,2.0,2
163,0.124222268475852,0.140759750658716,2.0,2
164,0.11691058498517401,0.12033849062703998,2.0,2
165,0.127414665066297,0.150343250135191,2.0,2
166,0.12348833889515301,0.150366453001149,2.0,2
167,0.134346066059203,0.87113727021837,1.0,1
168,0.144071049185521,0.8629301862302611,1.0,1
169,0.120558822688,0.11533195248538199,2.0,2
170,0.12765552462355803,0.119893749172513,2.0,2
171,0.127801830579634,0.126347178325806,2.0,2
172,0.143125197362939,0.133051732935335,2.0,2
173,0.12695695931870699,0.128578504733292,2.0,2
174,0.130687182957827,0.13837687222001002,2.0,2
175,0.12190614571494801,0.122800303387086,2.0,2
176,0.13992924858993,0.124108881119965,2.0,2
