,X1,X2,class,cluster
501,0.17307041127022402,0.829387060784734,1.0,1
502,0.18589470213803103,0.18742098714692002,2.0,2
503,0.15457131129099802,0.19051749644874102,2.0,2
504,0.183492100134114,0.8121243593333879,1.0,1
505,0.19436594197924398,0.188176632502857,2.0,2
506,0.183326240876882,0.156362545850897,2.0,2
507,0.190312871742518,0.821183308476751,1.0,1
508,0.181407445745189,0.18602851178614802,2.0,2
509,0.184153244199114,0.198939802353198,2.0,2
510,0.18897282761840198,0.813594678339242,1.0,1
511,0.18579995271958802,0.17264679837018299,2.0,2
512,0.204436439572812,0.8269588667272221,1.0,1
513,0.18746076889747101,0.17685964950722102,2.0,2
515,0.17599751878725897,0.812624641854399,1.0,1
516,0.167754661704924,0.183764079741125,2.0,2
517,0.19546029431693598,0.171844906990913,2.0,2
518,0.17107747954665198,0.8163665067139371,1.0,1
519,0.179418290619295,0.182284382299865,2.0,2
520,0.18078995008420698,0.20006668510730602,2.0,2
521,0.18594352969701997,0.833035660855187,1.0,1
522,0.182338572900712,0.8106843695722591,1.0,1
523,0.16959751725168398,0.8274322832960009,1.0,1
524,0.18437100692059805,0.15813360047287,2.0,2
525,0.177742869314754,0.170822987236229,2.0,2
526,0.20092161077817303,0.18665229112976603,2.0,2
527,0.195212022624441,0.8140791794765351,1.0,1
528,0.19135737236235,0.825413961255129,1.0,1
529,0.18305667396107503,0.820735947104035,1.0,1
530,0.175946586782827,0.197322715885506,2.0,2
531,0.170619667857483,0.18775776017385,2.0,2
532,0.194535622728953,0.182039940081379,2.0,2
533,0.170695834802709,0.815046269620038,1.0,1
534,0.182488650157995,0.844370446022352,1.0,1
535,0.18653759722365196,0.8314589390490591,1.0,1
536,0.17212717956561302,0.17858044230195605,2.0,2
537,0.16802173284763597,0.182271996016577,2.0,2
538,0.17105983326539498,0.18654915041569697,2.0,2
539,0.19275285503709902,0.8236805903455959,1.0,1
540,0.197305259384411,0.802216581138303,1.0,1
541,0.179093341421893,0.816748364866038,1.0,1
543,0.182503442333387,0.808591074961498,1.0,1
544,0.184596514044749,0.7987483346475799,1.0,1
545,0.194332352154093,0.187181480922062,2.0,2
546,0.184524735597383,0.8170149389798,1.0,1
548,0.20954524193092602,0.800625415186456,1.0,1
550,0.17213700020675102,0.17339268850947498,2.0,2
551,0.19605247987906002,0.18882441901482702,2.0,2
552,0.175168899363647,0.206179626415998,2.0,2
553,0.18384366812001898,0.19927087843265698,2.0,2
554,0.1835299354334,0.17416727018027403,2.0,2
555,0.18587073930423398,0.811485524217136,1.0,1
556,0.173187173153276,0.7927412606996529,1.0,1
557,0.19699976298404198,0.18892208754917397,2.0,2
558,0.176537539871628,0.192584899127169,2.0,2
559,0.188404876698339,0.8037631360146421,1.0,1
560,0.19414583118424802,0.200024886769069,2.0,2
561,0.18527379560925503,0.188372087373876,2.0,2
562,0.183147477658783,0.817074960062663,1.0,1
563,0.1822060481423,0.18479387852064397,2.0,2
564,0.17429589474054097,0.807178521257006,1.0,1
565,0.18951622026979603,0.818164520050766,1.0,1
566,0.184172180935823,0.8150276010735259,1.0,1
567,0.176518865585829,0.19056643876190302,2.0,2
568,0.195257063451803,0.184920462863649,2.0,2
569,0.17667564147447198,0.173211824246745,2.0,2
570,0.19824407356514398,0.175887681567996,2.0,2
571,0.18969992138977,0.804463844358516,1.0,1
572,0.17999444157085,0.18282809434446104,2.0,2
573,0.17728948893704397,0.20119771547866397,2.0,2
575,0.194190265047923,0.18493440386971202,2.0,2
576,0.18404020958983802,0.803083143001183,1.0,1
578,0.19059619706385397,0.8152336716362409,1.0,1
579,0.19540311979686398,0.7982045099346361,1.0,1
580,0.19331926365561702,0.8026077417009692,1.0,1
581,0.20031613352060898,0.180209931360964,2.0,2
582,0.176110619372133,0.185483432564678,2.0,2
583,0.19290325372258801,0.19100634956326298,2.0,2
584,0.17923457323219003,0.185615153434195,2.0,2
585,0.191022375525701,0.816381095289916,1.0,1
586,0.19217492671812098,0.18923201025227104,2.0,2
587,0.195952598409551,0.82670960426246,1.0,1
588,0.191781853870266,0.179250903137608,2.0,2
589,0.18249780421908698,0.20478401165677398,2.0,2
591,0.15784783684124098,0.807274891790553,1.0,1
592,0.18654656296283104,0.188786998786541,2.0,2
593,0.18762722278666102,0.81826219853534,1.0,1
594,0.211655928618178,0.8133164258469671,1.0,1
595,0.18055459482517303,0.201596349583966,2.0,2
596,0.195895182753382,0.18091886189126202,2.0,2
597,0.18686651724315603,0.18898977352220003,2.0,2
598,0.192155275589926,0.7937931034413859,1.0,1
599,0.19818112396167398,0.186808314878802,2.0,2
602,0.185668290719507,0.808410022545058,1.0,1
603,0.182464708763012,0.793451581875257,1.0,1
604,0.19693178898567698,0.7995551991676679,1.0,1
605,0.202303833667447,0.18237154883682397,2.0,2
606,0.191302966179941,0.206964934619497,2.0,2
607,0.192579813261705,0.18258442613186499,2.0,2
608,0.211145692849618,0.18852371961208605,2.0,2
609,0.210093001121372,0.20703687997731102,2.0,2
610,0.207633523299218,0.185389632844593,2.0,2
611,0.208150016512115,0.809662195152191,1.0,1
612,0.180375589201493,0.18061091620006603,2.0,2
613,0.205983781964454,0.7920866173562321,1.0,1
614,0.190019879745777,0.19208102356369297,2.0,2
615,0.20078926424355398,0.807399210328239,1.0,1
617,0.20979414995441698,0.7912230758876759,1.0,1
618,0.19991121823992997,0.18972737484129998,2.0,2
619,0.21676415569409102,0.200649724051943,2.0,2
620,0.194093620553592,0.79175089084357,1.0,1
621,0.18480345738995702,0.19434620977112602,2.0,2
622,0.196991322002077,0.808643289955734,1.0,1
623,0.18633303687048602,0.18960983677364998,2.0,2
624,0.196160639545304,0.7960769637009449,1.0,1
625,0.189838392741122,0.808756356263481,1.0,1
627,0.191408137961494,0.803268523232662,1.0,1
629,0.20569005031233198,0.22066432352339302,2.0,2
630,0.192408195802289,0.20803707032351101,2.0,2
631,0.20132821676949603,0.207851107893968,2.0,2
632,0.19377103236064003,0.801941687387354,1.0,1
633,0.199249586108561,0.17858424662710504,2.0,2
634,0.192208823013828,0.19525732910505203,2.0,2
635,0.190175904889037,0.805634271911524,1.0,1
636,0.21514143890475898,0.790206372877208,1.0,1
637,0.18419057526951801,0.798860043982016,1.0,1
638,0.19902991802019,0.201504569641026,2.0,2
639,0.196373714392077,0.194062954218436,2.0,2
640,0.189682705618262,0.19642741936225697,2.0,2
641,0.16756232896005702,0.199151168676503,2.0,2
642,0.202249742965065,0.197249576220721,2.0,2
643,0.216280848820402,0.787604935249047,1.0,1
644,0.19719683109863198,0.7750706528115459,1.0,1
